StoreID,Region,MonthlySpend,StoreSizeIndex,Age,IncomeK,DaysSinceLastPurchase,Device,Promo,EmailTouch,PaidSearchClick,Converted,Revenue
S09,Midwest,150029,-0.8244812156912396,33,58.5,32,Desktop,0,1,0,1,30.61
S03,West,125696,-0.5122427290715373,61,42.0,70,Mobile,0,0,1,1,44.43
S16,Midwest,144167,0.21868859672901295,42,101.6,28,Mobile,1,0,0,1,30.1
S02,South,108279,-0.4064150163846156,42,78.1,51,Mobile,0,1,0,0,14.17
S07,Northeast,107795,-0.11394745765487507,34,59.6,51,Mobile,1,1,0,1,50.67
S01,Northeast,61100,2.1416476008704612,31,42.8,45,Desktop,1,1,0,0,35.71
S03,West,125696,-0.5122427290715373,18,113.0,104,Mobile,0,1,1,0,108.08
S14,West,137401,0.23216132306671977,50,67.5,111,Desktop,0,1,0,0,34.99
S26,Midwest,137044,-0.6388778482433419,43,98.7,74,Desktop,0,0,0,0,9.88
S24,West,106639,-0.31967121635730134,36,87.7,91,Mobile,0,1,0,0,37.27
S03,West,125696,-0.5122427290715373,36,56.5,72,Desktop,0,1,0,0,26.59
S02,South,108279,-0.4064150163846156,47,56.7,31,Mobile,0,0,1,0,38.59
S11,South,75351,0.7432541712034423,19,99.8,40,Mobile,1,1,0,1,38.63
S20,Northeast,109173,0.06757906948889146,31,100.2,6,Mobile,1,0,1,0,27.3
S23,West,107293,-1.4571558198556664,24,26.7,20,Mobile,0,0,0,0,7.1
S25,Northeast,78146,-0.4703726542927955,59,80.1,13,Desktop,1,1,0,0,104.21
S11,South,75351,0.7432541712034423,49,65.3,25,Desktop,0,1,1,1,19.61
S06,West,147767,1.1289722927208916,18,45.3,54,Desktop,0,1,0,0,49.15
S01,Northeast,61100,2.1416476008704612,20,73.8,30,Tablet,0,1,1,0,75.69
S05,Midwest,144893,0.6159794225754956,36,38.3,80,Mobile,1,1,0,0,29.68
S02,South,108279,-0.4064150163846156,32,57.7,20,Desktop,0,1,0,0,27.2
S26,Midwest,137044,-0.6388778482433419,22,50.4,68,Mobile,1,1,1,0,107.11
S09,Midwest,150029,-0.8244812156912396,61,57.0,19,Tablet,1,0,0,1,33.82
S25,Northeast,78146,-0.4703726542927955,42,66.4,99,Mobile,0,1,0,0,19.57
S17,South,105046,0.8714287779481898,44,45.7,20,Mobile,0,1,0,1,36.55
S17,South,105046,0.8714287779481898,30,102.6,61,Mobile,0,1,0,0,17.13
S14,West,137401,0.23216132306671977,47,78.9,25,Mobile,1,1,0,0,38.15
S25,Northeast,78146,-0.4703726542927955,33,107.5,122,Desktop,0,0,0,0,23.8
S02,South,108279,-0.4064150163846156,35,64.5,119,Mobile,0,0,1,1,35.45
S03,West,125696,-0.5122427290715373,45,55.9,60,Mobile,0,1,0,0,63.67
S13,Northeast,87819,-0.6655097072886943,18,106.7,59,Desktop,1,0,0,0,87.91
S12,West,80335,0.543154268305195,57,55.3,76,Desktop,1,1,0,0,23.23
S17,South,105046,0.8714287779481898,40,64.1,67,Mobile,0,0,0,0,34.16
S23,West,107293,-1.4571558198556664,53,83.8,83,Tablet,0,1,0,0,13.88
S18,Midwest,125549,0.22359554877468227,25,40.8,20,Mobile,0,0,0,0,18.87
S08,Northeast,103818,-0.840156476962528,27,83.6,45,Mobile,0,1,0,1,15.99
S10,South,113304,0.6505927878247011,24,80.8,27,Mobile,0,1,1,1,23.09
S23,West,107293,-1.4571558198556664,41,95.9,118,Mobile,1,1,1,0,12.48
S07,Northeast,107795,-0.11394745765487507,39,87.6,15,Mobile,0,1,1,0,8.95
S16,Midwest,144167,0.21868859672901295,32,96.6,131,Desktop,0,0,0,0,51.68
S17,South,105046,0.8714287779481898,26,65.6,45,Mobile,0,0,1,0,39.29
S23,West,107293,-1.4571558198556664,23,49.0,84,Desktop,0,1,0,1,20.59
S22,South,96833,0.6312882258385404,37,114.4,29,Desktop,1,0,0,1,25.64
S14,West,137401,0.23216132306671977,32,34.4,14,Mobile,1,1,0,1,102.43
S10,South,113304,0.6505927878247011,30,36.6,115,Mobile,0,0,0,0,17.0
S12,West,80335,0.543154268305195,57,80.4,63,Mobile,0,1,0,1,40.87
S13,Northeast,87819,-0.6655097072886943,37,103.7,16,Desktop,1,1,0,0,20.9
S07,Northeast,107795,-0.11394745765487507,53,72.2,41,Mobile,1,1,0,1,45.99
S19,West,141896,0.6789135630718949,32,90.0,39,Desktop,1,0,1,1,100.92
S07,Northeast,107795,-0.11394745765487507,41,24.1,62,Mobile,1,0,0,0,32.17
S20,Northeast,109173,0.06757906948889146,37,57.0,20,Desktop,1,0,0,1,43.94
S23,West,107293,-1.4571558198556664,18,26.8,16,Mobile,1,1,0,0,25.69
S29,Midwest,136826,-0.8658311156932432,55,85.2,49,Mobile,1,1,0,0,103.18
S04,Northeast,140518,-0.8137727282478777,36,34.0,21,Mobile,1,0,1,1,54.59
S23,West,107293,-1.4571558198556664,47,39.9,117,Desktop,1,0,0,1,19.9
S03,West,125696,-0.5122427290715373,29,79.3,78,Mobile,1,1,0,0,49.8
S11,South,75351,0.7432541712034423,36,91.4,77,Desktop,0,0,0,0,52.41
S06,West,147767,1.1289722927208916,28,64.5,6,Mobile,0,0,0,1,13.46
S05,Midwest,144893,0.6159794225754956,53,80.5,30,Desktop,1,1,0,1,62.01
S06,West,147767,1.1289722927208916,42,79.8,36,Desktop,0,0,1,1,13.71
S02,South,108279,-0.4064150163846156,42,63.3,18,Mobile,0,1,0,0,51.84
S25,Northeast,78146,-0.4703726542927955,54,43.9,67,Mobile,0,1,0,0,22.84
S02,South,108279,-0.4064150163846156,52,80.4,61,Mobile,0,0,0,0,39.83
S12,West,80335,0.543154268305195,47,81.5,75,Mobile,0,0,1,1,107.07
S21,Northeast,135987,0.28911939868998415,21,87.7,90,Mobile,0,1,0,0,39.86
S30,Northeast,135629,0.9682783545914808,30,74.9,87,Mobile,0,1,0,0,31.05
S26,Midwest,137044,-0.6388778482433419,26,42.3,211,Mobile,0,1,0,0,15.87
S05,Midwest,144893,0.6159794225754956,47,83.2,44,Mobile,0,1,1,0,21.82
S30,Northeast,135629,0.9682783545914808,40,68.0,38,Desktop,0,0,0,0,61.65
S20,Northeast,109173,0.06757906948889146,21,57.4,66,Mobile,0,1,1,0,18.74
S06,West,147767,1.1289722927208916,36,61.5,100,Mobile,0,1,1,0,8.57
S14,West,137401,0.23216132306671977,20,52.8,10,Mobile,1,0,0,0,79.66
S28,Midwest,120437,1.4949413112343959,37,87.6,23,Desktop,0,1,0,1,71.77
S12,West,80335,0.543154268305195,18,36.8,28,Desktop,1,1,0,1,55.99
S06,West,147767,1.1289722927208916,44,46.1,47,Mobile,1,0,1,0,26.38
S27,South,103571,-0.27514225122668373,43,60.8,31,Desktop,0,1,0,0,22.97
S29,Midwest,136826,-0.8658311156932432,61,103.5,91,Mobile,0,1,1,0,48.27
S30,Northeast,135629,0.9682783545914808,48,91.2,52,Mobile,0,1,0,0,41.09
S29,Midwest,136826,-0.8658311156932432,33,31.9,41,Mobile,0,1,0,0,24.9
S27,South,103571,-0.27514225122668373,48,97.7,61,Desktop,1,0,1,1,60.13
S14,West,137401,0.23216132306671977,21,97.7,7,Mobile,1,0,1,1,74.44
S06,West,147767,1.1289722927208916,26,42.2,59,Mobile,1,1,0,1,53.27
S19,West,141896,0.6789135630718949,42,18.0,21,Mobile,1,1,1,0,174.98
S07,Northeast,107795,-0.11394745765487507,18,66.4,80,Desktop,1,1,0,0,22.75
S15,South,124985,0.11668580914072822,38,92.7,9,Tablet,1,0,0,0,10.93
S20,Northeast,109173,0.06757906948889146,26,103.0,64,Mobile,0,0,0,1,10.36
S29,Midwest,136826,-0.8658311156932432,39,48.8,22,Desktop,0,0,0,0,116.51
S09,Midwest,150029,-0.8244812156912396,25,106.5,102,Desktop,0,1,0,0,41.66
S08,Northeast,103818,-0.840156476962528,43,19.0,11,Tablet,0,0,0,1,29.03
S23,West,107293,-1.4571558198556664,38,59.9,46,Mobile,0,0,1,0,18.64
S01,Northeast,61100,2.1416476008704612,55,58.8,72,Mobile,0,1,0,1,60.18
S17,South,105046,0.8714287779481898,38,93.4,57,Mobile,1,1,0,1,16.23
S23,West,107293,-1.4571558198556664,29,96.6,57,Desktop,0,1,0,0,37.31
S17,South,105046,0.8714287779481898,35,89.0,15,Mobile,1,0,0,1,19.42
S12,West,80335,0.543154268305195,22,38.3,14,Mobile,0,1,0,0,21.99
S25,Northeast,78146,-0.4703726542927955,43,87.0,55,Desktop,0,1,1,0,116.23
S12,West,80335,0.543154268305195,45,79.2,49,Desktop,1,0,1,1,72.1
S22,South,96833,0.6312882258385404,68,31.2,19,Mobile,0,0,0,0,41.03
S14,West,137401,0.23216132306671977,31,22.5,18,Mobile,1,1,0,1,24.62
S01,Northeast,61100,2.1416476008704612,35,90.8,41,Mobile,1,1,0,1,69.64
S16,Midwest,144167,0.21868859672901295,31,64.0,33,Mobile,0,1,0,0,53.99
S02,South,108279,-0.4064150163846156,41,39.7,144,Mobile,0,1,0,0,20.62
S28,Midwest,120437,1.4949413112343959,43,63.4,106,Mobile,0,0,1,0,58.42
S19,West,141896,0.6789135630718949,37,76.0,78,Mobile,0,0,0,1,72.87
S12,West,80335,0.543154268305195,51,66.2,114,Tablet,1,0,0,0,52.84
S15,South,124985,0.11668580914072822,31,33.9,26,Mobile,1,0,1,0,9.92
S19,West,141896,0.6789135630718949,50,109.5,30,Mobile,0,0,0,0,30.53
S08,Northeast,103818,-0.840156476962528,44,90.1,96,Mobile,1,1,0,1,42.65
S09,Midwest,150029,-0.8244812156912396,38,60.6,46,Desktop,1,1,1,1,65.09
S13,Northeast,87819,-0.6655097072886943,34,61.5,48,Mobile,0,0,0,0,24.8
S08,Northeast,103818,-0.840156476962528,67,75.9,17,Mobile,0,0,0,0,15.75
S23,West,107293,-1.4571558198556664,28,43.1,93,Mobile,1,0,0,0,10.68
S04,Northeast,140518,-0.8137727282478777,42,75.1,66,Mobile,1,0,0,0,78.14
S25,Northeast,78146,-0.4703726542927955,29,38.7,36,Mobile,0,1,0,1,61.97
S11,South,75351,0.7432541712034423,59,66.4,30,Desktop,0,1,1,0,61.13
S17,South,105046,0.8714287779481898,49,42.3,103,Mobile,0,1,0,0,28.25
S05,Midwest,144893,0.6159794225754956,30,43.4,27,Mobile,1,0,0,0,38.83
S12,West,80335,0.543154268305195,44,104.2,12,Mobile,1,0,1,1,68.07
S23,West,107293,-1.4571558198556664,41,69.3,107,Desktop,0,0,1,0,13.05
S09,Midwest,150029,-0.8244812156912396,32,72.6,108,Tablet,1,1,1,1,25.59
S04,Northeast,140518,-0.8137727282478777,47,23.7,27,Mobile,0,1,1,0,75.32
S16,Midwest,144167,0.21868859672901295,43,54.9,163,Desktop,1,1,1,0,36.99
S05,Midwest,144893,0.6159794225754956,41,78.1,42,Mobile,1,1,1,1,53.01
S10,South,113304,0.6505927878247011,37,72.3,27,Desktop,0,0,0,0,29.14
S14,West,137401,0.23216132306671977,43,20.6,65,Mobile,0,0,0,0,44.86
S17,South,105046,0.8714287779481898,41,72.6,15,Tablet,0,1,0,0,33.94
S20,Northeast,109173,0.06757906948889146,39,76.1,21,Mobile,1,0,0,0,53.65
S21,Northeast,135987,0.28911939868998415,30,96.2,55,Mobile,1,1,0,0,39.8
S26,Midwest,137044,-0.6388778482433419,58,53.6,49,Mobile,0,0,0,0,46.39
S02,South,108279,-0.4064150163846156,25,18.7,83,Mobile,1,0,0,0,21.06
S11,South,75351,0.7432541712034423,43,46.1,17,Mobile,1,1,0,0,41.28
S01,Northeast,61100,2.1416476008704612,34,43.9,145,Desktop,0,0,0,0,20.48
S01,Northeast,61100,2.1416476008704612,59,84.2,33,Mobile,0,1,0,1,51.31
S07,Northeast,107795,-0.11394745765487507,27,18.0,47,Desktop,0,0,0,0,13.92
S18,Midwest,125549,0.22359554877468227,29,58.1,31,Mobile,0,1,0,0,33.32
S27,South,103571,-0.27514225122668373,26,99.4,14,Desktop,1,1,0,0,63.04
S24,West,106639,-0.31967121635730134,42,68.2,44,Mobile,1,0,0,0,24.03
S20,Northeast,109173,0.06757906948889146,22,87.7,72,Mobile,0,1,0,0,41.02
S24,West,106639,-0.31967121635730134,32,31.9,39,Mobile,0,1,1,0,32.72
S06,West,147767,1.1289722927208916,18,32.8,23,Mobile,0,0,0,0,19.06
S26,Midwest,137044,-0.6388778482433419,41,99.6,85,Desktop,0,1,1,1,32.9
S27,South,103571,-0.27514225122668373,32,70.2,87,Tablet,0,0,1,1,40.05
S03,West,125696,-0.5122427290715373,20,70.3,37,Mobile,1,0,1,1,58.26
S15,South,124985,0.11668580914072822,51,43.4,58,Mobile,1,1,1,0,16.93
S25,Northeast,78146,-0.4703726542927955,22,70.2,85,Mobile,1,0,0,0,35.2
S15,South,124985,0.11668580914072822,48,42.8,71,Desktop,0,1,0,0,14.14
S26,Midwest,137044,-0.6388778482433419,30,94.1,57,Mobile,0,1,0,1,35.13
S29,Midwest,136826,-0.8658311156932432,57,128.0,69,Desktop,1,1,0,0,166.64
S15,South,124985,0.11668580914072822,47,78.6,61,Mobile,0,0,0,0,25.1
S02,South,108279,-0.4064150163846156,26,54.0,45,Mobile,0,1,1,0,11.65
S11,South,75351,0.7432541712034423,27,18.0,16,Tablet,1,1,0,1,15.48
S07,Northeast,107795,-0.11394745765487507,45,30.9,20,Mobile,1,1,0,0,48.1
S15,South,124985,0.11668580914072822,35,102.2,62,Desktop,1,0,1,0,8.91
S18,Midwest,125549,0.22359554877468227,36,45.4,31,Mobile,0,1,0,0,44.27
S14,West,137401,0.23216132306671977,53,59.8,61,Mobile,1,1,0,0,88.65
S06,West,147767,1.1289722927208916,29,82.4,16,Mobile,0,1,0,0,43.47
S10,South,113304,0.6505927878247011,39,100.6,25,Desktop,0,1,0,0,26.96
S21,Northeast,135987,0.28911939868998415,49,63.6,39,Mobile,0,0,0,0,50.37
S01,Northeast,61100,2.1416476008704612,48,59.1,5,Desktop,1,1,0,1,70.68
S07,Northeast,107795,-0.11394745765487507,36,69.6,22,Mobile,0,1,0,0,11.0
S27,South,103571,-0.27514225122668373,35,54.2,27,Mobile,1,1,0,1,56.25
S03,West,125696,-0.5122427290715373,18,55.4,51,Desktop,1,0,0,0,62.86
S13,Northeast,87819,-0.6655097072886943,25,77.1,37,Mobile,1,0,0,1,46.9
S07,Northeast,107795,-0.11394745765487507,42,72.1,53,Mobile,0,1,0,0,16.36
S04,Northeast,140518,-0.8137727282478777,36,114.9,47,Mobile,1,0,0,0,67.49
S13,Northeast,87819,-0.6655097072886943,39,77.7,36,Mobile,0,0,1,1,55.46
S16,Midwest,144167,0.21868859672901295,50,93.3,27,Mobile,0,1,0,0,67.35
S06,West,147767,1.1289722927208916,24,44.4,48,Mobile,0,1,0,0,36.29
S03,West,125696,-0.5122427290715373,35,79.6,100,Desktop,1,1,0,1,16.17
S05,Midwest,144893,0.6159794225754956,40,52.1,27,Desktop,1,0,0,0,39.33
S20,Northeast,109173,0.06757906948889146,30,76.7,141,Mobile,1,1,1,0,52.25
S26,Midwest,137044,-0.6388778482433419,55,83.1,48,Desktop,0,1,1,1,63.41
S06,West,147767,1.1289722927208916,49,69.1,81,Mobile,0,1,0,0,28.55
S10,South,113304,0.6505927878247011,41,121.0,58,Mobile,0,1,0,0,52.71
S11,South,75351,0.7432541712034423,60,99.4,64,Mobile,1,0,0,0,13.37
S11,South,75351,0.7432541712034423,20,93.9,22,Mobile,1,1,1,1,58.95
S08,Northeast,103818,-0.840156476962528,38,84.8,31,Mobile,1,1,0,1,28.77
S02,South,108279,-0.4064150163846156,42,106.8,10,Mobile,0,0,0,1,47.82
S16,Midwest,144167,0.21868859672901295,27,36.4,38,Mobile,0,0,1,0,75.7
S11,South,75351,0.7432541712034423,42,98.1,68,Mobile,1,0,0,1,19.54
S11,South,75351,0.7432541712034423,25,46.2,38,Mobile,0,0,1,0,61.35
S08,Northeast,103818,-0.840156476962528,46,55.6,83,Mobile,0,1,0,0,28.95
S28,Midwest,120437,1.4949413112343959,51,80.4,33,Mobile,0,1,1,0,50.34
S19,West,141896,0.6789135630718949,41,95.1,26,Mobile,0,0,1,0,40.09
S13,Northeast,87819,-0.6655097072886943,18,42.6,30,Mobile,0,0,0,0,25.86
S07,Northeast,107795,-0.11394745765487507,26,56.7,73,Mobile,1,1,0,0,34.85
S25,Northeast,78146,-0.4703726542927955,45,70.1,122,Mobile,1,1,0,1,32.84
S27,South,103571,-0.27514225122668373,38,63.9,150,Mobile,1,0,0,0,19.09
S01,Northeast,61100,2.1416476008704612,18,86.8,68,Mobile,0,1,0,0,58.56
S28,Midwest,120437,1.4949413112343959,53,143.6,81,Desktop,1,0,1,1,53.84
S21,Northeast,135987,0.28911939868998415,40,77.2,12,Mobile,0,0,1,0,91.38
S03,West,125696,-0.5122427290715373,28,51.8,16,Mobile,0,1,1,1,77.79
S23,West,107293,-1.4571558198556664,50,39.5,23,Mobile,0,0,0,0,15.5
S04,Northeast,140518,-0.8137727282478777,30,60.8,104,Desktop,0,0,0,0,26.82
S02,South,108279,-0.4064150163846156,30,47.3,103,Desktop,1,1,0,0,54.67
S04,Northeast,140518,-0.8137727282478777,42,78.3,172,Mobile,1,1,0,0,42.11
S14,West,137401,0.23216132306671977,59,77.9,22,Tablet,0,0,0,0,27.0
S19,West,141896,0.6789135630718949,57,57.8,42,Mobile,1,1,0,0,146.53
S13,Northeast,87819,-0.6655097072886943,42,111.7,10,Tablet,0,0,0,0,21.86
S04,Northeast,140518,-0.8137727282478777,44,51.8,14,Mobile,0,1,0,1,39.36
S06,West,147767,1.1289722927208916,47,65.4,36,Mobile,1,0,0,0,19.26
S26,Midwest,137044,-0.6388778482433419,23,82.1,23,Mobile,1,0,0,0,44.34
S29,Midwest,136826,-0.8658311156932432,46,87.6,23,Mobile,1,1,0,1,82.84
S23,West,107293,-1.4571558198556664,29,96.1,28,Desktop,0,0,1,0,43.3
S04,Northeast,140518,-0.8137727282478777,42,77.4,112,Mobile,0,1,0,0,24.68
S25,Northeast,78146,-0.4703726542927955,35,91.1,91,Mobile,0,1,0,0,22.27
S21,Northeast,135987,0.28911939868998415,44,53.4,20,Mobile,0,1,0,0,56.93
S16,Midwest,144167,0.21868859672901295,39,88.2,90,Tablet,0,1,0,0,19.78
S05,Midwest,144893,0.6159794225754956,18,87.9,25,Tablet,0,1,0,1,51.87
S30,Northeast,135629,0.9682783545914808,40,101.3,12,Mobile,0,1,0,0,44.97
S14,West,137401,0.23216132306671977,46,31.3,27,Mobile,0,1,1,1,46.23
S02,South,108279,-0.4064150163846156,43,48.0,55,Mobile,1,1,0,1,31.99
S07,Northeast,107795,-0.11394745765487507,37,86.1,22,Mobile,0,1,0,0,22.78
S13,Northeast,87819,-0.6655097072886943,58,18.0,67,Tablet,0,0,0,0,38.73
S02,South,108279,-0.4064150163846156,42,78.8,29,Desktop,1,1,1,1,39.51
S10,South,113304,0.6505927878247011,43,91.3,57,Desktop,1,0,0,0,22.19
S15,South,124985,0.11668580914072822,51,55.3,20,Mobile,0,1,1,1,32.04
S29,Midwest,136826,-0.8658311156932432,42,58.5,45,Desktop,0,1,1,0,158.1
S03,West,125696,-0.5122427290715373,27,44.4,22,Tablet,0,1,1,0,56.54
S18,Midwest,125549,0.22359554877468227,18,56.5,37,Tablet,1,1,0,1,97.54
S28,Midwest,120437,1.4949413112343959,32,57.2,143,Mobile,0,1,0,0,31.39
S25,Northeast,78146,-0.4703726542927955,47,53.0,32,Mobile,0,0,1,1,70.29
S28,Midwest,120437,1.4949413112343959,34,51.8,15,Tablet,1,1,1,0,130.62
S06,West,147767,1.1289722927208916,48,62.0,47,Mobile,1,1,1,0,59.33
S25,Northeast,78146,-0.4703726542927955,40,61.8,47,Mobile,0,0,1,0,49.1
S30,Northeast,135629,0.9682783545914808,53,109.2,47,Mobile,0,1,0,0,29.65
S10,South,113304,0.6505927878247011,34,59.3,64,Mobile,0,0,0,0,50.07
S15,South,124985,0.11668580914072822,44,75.6,31,Desktop,0,0,0,0,22.81
S16,Midwest,144167,0.21868859672901295,44,55.3,69,Desktop,0,1,0,0,47.1
S15,South,124985,0.11668580914072822,56,55.0,43,Desktop,1,1,0,0,36.72
S09,Midwest,150029,-0.8244812156912396,18,30.5,15,Mobile,1,1,0,1,23.67
S30,Northeast,135629,0.9682783545914808,32,33.4,75,Tablet,1,0,0,0,37.8
S29,Midwest,136826,-0.8658311156932432,48,41.4,50,Mobile,1,0,0,0,90.16
S12,West,80335,0.543154268305195,57,72.0,66,Mobile,0,1,0,0,51.04
S25,Northeast,78146,-0.4703726542927955,41,91.7,16,Mobile,0,0,0,0,31.28
S12,West,80335,0.543154268305195,34,28.7,78,Desktop,1,1,0,1,98.32
S24,West,106639,-0.31967121635730134,47,55.9,167,Desktop,0,1,0,0,9.9
S18,Midwest,125549,0.22359554877468227,48,37.9,15,Desktop,0,1,1,1,26.21
S15,South,124985,0.11668580914072822,34,62.2,86,Desktop,0,0,0,0,15.85
S04,Northeast,140518,-0.8137727282478777,42,91.7,50,Mobile,1,1,0,0,74.51
S20,Northeast,109173,0.06757906948889146,52,58.2,44,Desktop,1,0,0,1,59.93
S10,South,113304,0.6505927878247011,61,67.0,79,Mobile,0,1,0,0,33.01
S07,Northeast,107795,-0.11394745765487507,47,100.0,73,Desktop,0,0,0,0,30.39
S06,West,147767,1.1289722927208916,39,78.1,100,Desktop,1,0,1,0,40.09
S30,Northeast,135629,0.9682783545914808,37,51.3,17,Mobile,0,0,0,0,27.74
S04,Northeast,140518,-0.8137727282478777,45,71.5,102,Mobile,0,0,1,1,19.71
S24,West,106639,-0.31967121635730134,37,49.8,57,Mobile,1,1,0,0,13.23
S26,Midwest,137044,-0.6388778482433419,40,77.3,10,Desktop,1,0,0,1,32.75
S01,Northeast,61100,2.1416476008704612,25,79.3,32,Mobile,0,0,1,0,77.63
S18,Midwest,125549,0.22359554877468227,54,37.9,51,Mobile,0,1,1,0,44.52
S18,Midwest,125549,0.22359554877468227,24,71.9,32,Desktop,1,0,0,1,47.25
S11,South,75351,0.7432541712034423,33,65.4,40,Mobile,0,0,0,0,15.93
S21,Northeast,135987,0.28911939868998415,39,80.0,28,Mobile,1,0,0,0,181.66
S13,Northeast,87819,-0.6655097072886943,62,86.3,223,Desktop,1,0,0,0,16.52
S14,West,137401,0.23216132306671977,33,78.5,69,Mobile,1,1,0,1,55.59
S13,Northeast,87819,-0.6655097072886943,30,61.3,47,Mobile,0,1,0,0,41.66
S25,Northeast,78146,-0.4703726542927955,31,88.5,19,Desktop,0,1,0,1,37.51
S19,West,141896,0.6789135630718949,58,48.8,100,Mobile,0,0,1,0,34.79
S12,West,80335,0.543154268305195,18,38.9,63,Mobile,0,0,0,0,61.71
S28,Midwest,120437,1.4949413112343959,26,18.0,21,Mobile,0,0,1,1,24.56
S25,Northeast,78146,-0.4703726542927955,71,66.5,21,Desktop,0,1,0,0,90.55
S28,Midwest,120437,1.4949413112343959,45,49.9,41,Mobile,0,0,0,0,44.2
S22,South,96833,0.6312882258385404,25,76.8,47,Desktop,1,1,0,0,36.26
S12,West,80335,0.543154268305195,37,24.6,68,Mobile,0,1,0,0,25.35
S24,West,106639,-0.31967121635730134,39,53.8,43,Mobile,0,0,0,0,9.85
S10,South,113304,0.6505927878247011,48,78.3,72,Mobile,0,0,0,0,21.6
S09,Midwest,150029,-0.8244812156912396,60,45.3,32,Mobile,1,0,0,1,104.81
S14,West,137401,0.23216132306671977,43,77.0,43,Desktop,0,0,0,0,52.96
S30,Northeast,135629,0.9682783545914808,32,55.7,102,Mobile,1,1,0,1,45.78
S18,Midwest,125549,0.22359554877468227,47,67.3,74,Desktop,0,1,0,1,40.17
S12,West,80335,0.543154268305195,30,81.1,45,Desktop,1,0,0,1,147.76
S14,West,137401,0.23216132306671977,26,89.0,56,Mobile,1,1,0,0,43.91
S09,Midwest,150029,-0.8244812156912396,18,70.0,43,Desktop,0,0,0,1,76.29
S20,Northeast,109173,0.06757906948889146,19,50.1,14,Mobile,1,1,0,0,33.87
S11,South,75351,0.7432541712034423,27,57.9,125,Desktop,1,1,1,0,26.57
S17,South,105046,0.8714287779481898,24,82.0,22,Mobile,0,0,1,1,27.43
S12,West,80335,0.543154268305195,42,45.5,34,Mobile,0,0,0,0,48.09
S10,South,113304,0.6505927878247011,24,64.1,199,Desktop,1,1,0,0,23.32
S30,Northeast,135629,0.9682783545914808,18,59.5,19,Mobile,1,1,1,1,21.11
S11,South,75351,0.7432541712034423,25,65.7,41,Desktop,1,1,0,1,38.39
S03,West,125696,-0.5122427290715373,32,45.8,107,Desktop,0,1,0,0,18.71
S12,West,80335,0.543154268305195,31,27.3,143,Desktop,0,0,0,0,27.13
S16,Midwest,144167,0.21868859672901295,56,79.5,63,Mobile,1,1,0,0,20.39
S03,West,125696,-0.5122427290715373,31,89.2,101,Desktop,1,1,0,0,28.55
S10,South,113304,0.6505927878247011,49,28.6,38,Desktop,0,0,1,0,24.47
S05,Midwest,144893,0.6159794225754956,38,76.1,3,Mobile,0,0,0,0,18.13
S16,Midwest,144167,0.21868859672901295,37,91.8,95,Mobile,1,1,0,0,14.95
S22,South,96833,0.6312882258385404,28,81.1,44,Desktop,1,0,0,1,39.29
S30,Northeast,135629,0.9682783545914808,37,58.8,35,Mobile,1,1,0,1,33.38
S12,West,80335,0.543154268305195,29,47.2,32,Mobile,0,1,1,1,30.3
S26,Midwest,137044,-0.6388778482433419,40,69.8,71,Tablet,0,0,1,0,23.14
S07,Northeast,107795,-0.11394745765487507,35,73.5,71,Mobile,0,1,1,0,16.14
S24,West,106639,-0.31967121635730134,27,70.1,45,Tablet,0,0,0,0,17.53
S17,South,105046,0.8714287779481898,50,64.0,61,Mobile,0,0,1,1,20.95
S23,West,107293,-1.4571558198556664,43,44.2,18,Mobile,0,0,0,0,11.33
S23,West,107293,-1.4571558198556664,33,77.3,38,Mobile,0,1,0,1,15.42
S16,Midwest,144167,0.21868859672901295,40,78.4,19,Mobile,0,1,0,1,17.29
S08,Northeast,103818,-0.840156476962528,37,72.4,18,Desktop,1,0,0,0,39.27
S16,Midwest,144167,0.21868859672901295,28,70.4,57,Desktop,0,0,0,0,59.35
S25,Northeast,78146,-0.4703726542927955,39,104.9,46,Desktop,0,0,1,0,73.33
S30,Northeast,135629,0.9682783545914808,31,54.3,32,Mobile,1,1,1,1,47.23
S28,Midwest,120437,1.4949413112343959,27,96.2,37,Tablet,0,0,0,0,71.44
S06,West,147767,1.1289722927208916,19,51.9,60,Desktop,0,1,0,0,28.24
S18,Midwest,125549,0.22359554877468227,34,92.4,72,Mobile,1,1,0,1,30.39
S04,Northeast,140518,-0.8137727282478777,45,95.1,65,Mobile,1,1,0,1,38.47
S21,Northeast,135987,0.28911939868998415,30,61.6,10,Mobile,0,0,0,0,38.94
S30,Northeast,135629,0.9682783545914808,68,104.5,5,Mobile,1,1,0,0,62.07
S02,South,108279,-0.4064150163846156,49,78.3,24,Desktop,1,1,0,0,55.95
S20,Northeast,109173,0.06757906948889146,54,48.7,5,Tablet,1,0,0,1,43.24
S29,Midwest,136826,-0.8658311156932432,48,59.8,116,Mobile,0,0,1,0,46.4
S26,Midwest,137044,-0.6388778482433419,60,92.9,36,Mobile,1,1,1,0,89.57
S12,West,80335,0.543154268305195,29,88.3,15,Mobile,0,0,0,0,49.42
S04,Northeast,140518,-0.8137727282478777,18,44.7,36,Desktop,0,0,0,1,27.98
S28,Midwest,120437,1.4949413112343959,33,64.9,8,Mobile,0,1,0,1,41.59
S28,Midwest,120437,1.4949413112343959,45,72.5,15,Mobile,1,0,0,0,49.11
S18,Midwest,125549,0.22359554877468227,40,56.8,34,Mobile,0,0,1,0,19.4
